go_term_qid,go_props_qid,id,go_termLabel
Q22328498,P681,GO:0031680,G-protein beta/gamma-subunit complex
Q22328500,P681,GO:0043846,"DNA polymerase III, clamp loader complex"
Q22328501,P681,GO:0043847,"DNA polymerase III, clamp loader chi/psi subcomplex"
Q22328502,P681,GO:0044776,"DNA polymerase III, core complex"
Q22328503,P681,GO:0043845,"DNA polymerase III, proofreading complex"
Q22328504,P681,GO:0043850,RecFOR complex
Q22328505,P681,GO:0038201,TOR complex
Q22328506,P681,GO:0016465,chaperonin ATPase complex
Q22328507,P681,GO:1990220,GroEL-GroES complex
Q22328509,P681,GO:0042385,myosin III complex
Q14819376,P680,GO:0051871,dihydrofolic acid binding
Q14819449,P680,GO:0005201,extracellular matrix structural constituent
Q14819451,P680,GO:0005518,collagen binding
Q14819453,P680,GO:0008201,heparin binding
Q14819454,P680,GO:0016504,peptidase activator activity
Q14819477,P680,GO:0045340,mercury ion binding
Q14819650,P680,GO:0004601,peroxidase activity
Q14819775,P680,GO:0001664,G protein-coupled receptor binding
Q14819776,P680,GO:0031781,type 3 melanocortin receptor binding
Q14819778,P680,GO:0031782,type 4 melanocortin receptor binding
Q14819779,P680,GO:0070996,type 1 melanocortin receptor binding
Q14819840,P680,GO:0005184,neuropeptide hormone activity
Q14819841,P680,GO:0017045,corticotropin-releasing hormone activity
Q14819843,P680,GO:0051430,corticotropin-releasing hormone receptor 1 binding
Q14819844,P680,GO:0051431,corticotropin-releasing hormone receptor 2 binding
Q14820045,P680,GO:0008301,"DNA binding, bending"
Q14820578,P680,GO:0005148,prolactin receptor binding
Q14820601,P680,GO:0008083,growth factor activity
Q14820602,P680,GO:0051428,peptide hormone receptor binding
Q14820641,P680,GO:0004672,protein kinase activity
Q14820644,P680,GO:0005185,neurohypophyseal hormone activity
Q14820645,P680,GO:0031894,V1A vasopressin receptor binding
Q14820647,P680,GO:0031895,V1B vasopressin receptor binding
Q14820867,P680,GO:0031855,oxytocin receptor binding
Q14820933,P680,GO:0030492,hemoglobin binding
Q14820947,P680,GO:0004252,serine-type endopeptidase activity
Q14820990,P680,GO:0070053,thrombospondin receptor activity
Q14821395,P680,GO:0031769,glucagon receptor binding
Q14839630,P680,GO:0004380,glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase activity
Q14839638,P680,GO:0004381,fucosylgalactoside 3-alpha-galactosyltransferase activity
Q14840129,P680,GO:0001962,"alpha-1,3-galactosyltransferase activity"
Q14840131,P680,GO:0016740,transferase activity
Q14840132,P680,GO:0016757,"transferase activity, transferring glycosyl groups"
Q14840133,P680,GO:0016758,"transferase activity, transferring hexosyl groups"
Q14851769,P680,GO:0004505,phenylalanine 4-monooxygenase activity
Q14851770,P680,GO:0016597,amino acid binding
Q14851786,P680,GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
Q14851997,P680,GO:0005128,erythropoietin receptor binding
Q14851999,P680,GO:0030295,protein kinase activator activity
Q14858825,P680,GO:0004566,beta-glucuronidase activity
Q14859545,P680,GO:0004930,G protein-coupled receptor activity
Q14859546,P680,GO:0009881,photoreceptor activity
Q14859547,P680,GO:0016918,retinal binding
Q14859567,P680,GO:0004190,aspartic-type endopeptidase activity
Q14859581,P680,GO:0004867,serine-type endopeptidase inhibitor activity
Q14859582,P680,GO:0010698,acetyltransferase activator activity
Q14859583,P680,GO:0031702,type 1 angiotensin receptor binding
Q14859584,P680,GO:0031703,type 2 angiotensin receptor binding
Q14859650,P680,GO:0031419,cobalamin binding
Q14859820,P680,GO:0015485,cholesterol binding
Q14859825,P680,GO:0030169,low-density lipoprotein particle binding
Q14859830,P680,GO:0033265,choline binding
Q14859864,P680,GO:0004588,orotate phosphoribosyltransferase activity
Q14859865,P680,GO:0004590,orotidine-5'-phosphate decarboxylase activity
Q14859873,P680,GO:0016829,lyase activity
Q14859874,P680,GO:0016831,carboxy-lyase activity
Q14859883,P680,GO:0004585,ornithine carbamoyltransferase activity
Q898356,P681,GO:0030112,glycocalyx
Q899827,P681,GO:0012505,endomembrane system
Q900261,P681,GO:0000331,contractile vacuole
Q21106775,P680,GO:0004474,malate synthase activity
Q21106779,P680,GO:0004595,pantetheine-phosphate adenylyltransferase activity
Q21106787,P680,GO:0003874,6-pyruvoyltetrahydropterin synthase activity
Q21106792,P680,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity"
Q21106918,P680,GO:0035925,mRNA 3'-UTR AU-rich region binding
Q21106969,P680,GO:0032183,SUMO binding
Q21106982,P680,GO:0046873,metal ion transmembrane transporter activity
Q21107044,P680,GO:1903763,gap junction channel activity involved in cell communication by electrical coupling
Q21107046,P680,GO:0086075,gap junction channel activity involved in cardiac conduction electrical coupling
Q21107126,P680,GO:0042586,peptide deformylase activity
Q21107131,P680,GO:0098519,"nucleotide phosphatase activity, acting on free nucleotides"
Q21107132,P680,GO:0004651,polynucleotide 5'-phosphatase activity
Q21107136,P680,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity
Q21107140,P680,GO:0017150,tRNA dihydrouridine synthase activity
Q21107143,P680,GO:0008330,protein tyrosine/threonine phosphatase activity
Q21107147,P680,GO:0033549,MAP kinase phosphatase activity
Q21107189,P680,GO:0008579,JUN kinase phosphatase activity
Q21107270,P680,GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
Q21107294,P680,GO:0071558,histone demethylase activity (H3-K27 specific)
Q21107308,P680,GO:0016929,SUMO-specific protease activity
Q21107314,P680,GO:0019213,deacetylase activity
Q21107323,P680,GO:0050815,phosphoserine residue binding
Q21107330,P680,GO:0050816,phosphothreonine residue binding
Q21107341,P680,GO:0004479,methionyl-tRNA formyltransferase activity
Q21107351,P680,GO:0004326,tetrahydrofolylpolyglutamate synthase activity
Q21107375,P680,GO:0051870,methotrexate binding
Q21107378,P680,GO:0061714,folic acid receptor activity
Q21107411,P680,GO:1904493,tetrahydrofolyl-poly(glutamate) polymer binding
Q21107460,P680,GO:0030407,formimidoyltransferase activity
Q21107461,P680,GO:0030409,glutamate formimidoyltransferase activity
Q21107462,P680,GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity
Q21107465,P680,GO:0070699,type II activin receptor binding
Q21107487,P680,GO:0016913,follicle-stimulating hormone activity
Q21107506,P680,GO:0017154,semaphorin receptor activity
Q21107511,P680,GO:0004333,fumarate hydratase activity
Q21107516,P680,GO:0050201,fucokinase activity
Q21107527,P680,GO:0004965,G protein-coupled GABA receptor activity
Q21107555,P680,GO:0017095,heparan sulfate 6-O-sulfotransferase activity
Q21107559,P680,GO:0051864,histone demethylase activity (H3-K36 specific)
Q21107660,P680,GO:0030171,voltage-gated proton channel activity
Q21107706,P680,GO:0070856,myosin VI light chain binding
Q21107717,P680,GO:0070853,myosin VI binding
Q21107752,P680,GO:1990430,extracellular matrix protein binding
Q21107797,P680,GO:0005220,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"
Q21107802,P680,GO:0043533,"inositol 1,3,4,5 tetrakisphosphate binding"
Q21107803,P680,GO:0000822,inositol hexakisphosphate binding
Q21107817,P680,GO:0036220,ITP diphosphatase activity
Q21107818,P680,GO:0036222,XTP diphosphatase activity
Q21107819,P680,GO:0035870,dITP diphosphatase activity
Q21107829,P680,GO:0008890,glycine C-acetyltransferase activity
Q21107841,P680,GO:0005221,intracellular cyclic nucleotide activated cation channel activity
Q21107883,P680,GO:0032182,ubiquitin-like protein binding
Q21107892,P680,GO:0005250,A-type (transient outward) potassium channel activity
Q21107908,P680,GO:0004052,arachidonate 12(S)-lipoxygenase activity
Q21107910,P680,GO:1990136,linoleate 9S-lipoxygenase activity
Q21107917,P680,GO:0047166,1-alkenylglycerophosphoethanolamine O-acyltransferase activity
Q21107918,P680,GO:0047192,1-alkylglycerophosphocholine O-acetyltransferase activity
Q21107919,P680,GO:0071617,lysophospholipid acyltransferase activity
Q21107926,P680,GO:0051120,hepoxilin A3 synthase activity
Q21107942,P680,GO:0089720,caspase binding
Q21118969,P680,GO:0072544,L-DOPA binding
Q21119005,P680,GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
Q21119006,P680,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity
Q21119030,P680,GO:0008048,calcium sensitive guanylate cyclase activator activity
Q21119039,P680,GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
Q21119114,P680,GO:0004459,L-lactate dehydrogenase activity
Q21119129,P680,GO:0003868,4-hydroxyphenylpyruvate dioxygenase activity
Q21119155,P680,GO:0003938,IMP dehydrogenase activity
Q21119176,P680,GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
Q21119179,P680,GO:0038064,collagen receptor activity
Q21119194,P680,GO:0047312,L-phenylalanine:pyruvate aminotransferase activity
Q21119195,P680,GO:0047316,glutamine-phenylpyruvate transaminase activity
Q21119196,P680,GO:0047804,cysteine-S-conjugate beta-lyase activity
Q21119197,P680,GO:0047945,L-glutamine:pyruvate aminotransferase activity
Q21119210,P680,GO:0031849,olfactory receptor binding
Q21119213,P680,GO:0047315,kynurenine-glyoxylate transaminase activity
Q21119224,P680,GO:0046527,glucosyltransferase activity
Q21119235,P680,GO:0004749,ribose phosphate diphosphokinase activity
Q21119245,P680,GO:0048273,mitogen-activated protein kinase p38 binding
Q21119268,P680,GO:0042285,xylosyltransferase activity
Q21119280,P680,GO:0032561,guanyl ribonucleotide binding
Q21119301,P680,GO:0003847,1-alkyl-2-acetylglycerophosphocholine esterase activity
Q21119302,P680,GO:0047179,platelet-activating factor acetyltransferase activity
Q21119354,P680,GO:0050436,microfibril binding
Q21119430,P680,GO:0016427,tRNA (cytosine) methyltransferase activity
Q21119432,P680,GO:0052907,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
Q21119439,P680,GO:0003827,"alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
Q21119442,P680,GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
Q21119444,P680,GO:0008455,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
Q21119468,P680,GO:0008817,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
Q21119470,P680,GO:0010309,acireductone dioxygenase [iron(II)-requiring] activity
Q21119476,P680,GO:0035538,carbohydrate response element binding
Q21119481,P680,GO:0004994,somatostatin receptor activity
Q21119484,P680,GO:0004476,mannose-6-phosphate isomerase activity
Q21119503,P680,GO:0030197,"extracellular matrix constituent, lubricant activity"
Q21119510,P680,GO:0032038,myosin II heavy chain binding
Q21119560,P680,GO:0017188,aspartate N-acetyltransferase activity
Q22328086,P681,GO:0042600,egg chorion
Q22328087,P681,GO:0031160,spore wall
Q22328088,P681,GO:0009277,fungal-type cell wall
Q22328089,P681,GO:0005619,ascospore wall
Q22328090,P681,GO:0097515,asexual spore wall
Q22328091,P681,GO:0097514,sexual spore wall
Q22328092,P681,GO:0097570,cyst wall
Q22328093,P681,GO:0009275,Gram-positive-bacterium-type cell wall
Q22328094,P681,GO:0030446,hyphal cell wall
Q22328095,P681,GO:0030445,yeast-form cell wall
Q22328096,P681,GO:0009505,plant-type cell wall
Q22328098,P681,GO:0009530,primary cell wall
Q22328099,P681,GO:0035805,egg coat
Q22328100,P681,GO:0060387,fertilization envelope
Q22328101,P681,GO:0060388,vitelline envelope
Q22328103,P681,GO:0042603,capsule
Q22328105,P681,GO:0030428,cell septum
Q22328106,P681,GO:0051077,secondary cell septum
Q22328107,P681,GO:0000934,porous cell septum
Q22328108,P681,GO:0000937,dolipore septum
Q22328109,P681,GO:0000933,adventitious septum
Q22328110,P681,GO:0000936,primary cell septum
Q22328111,P681,GO:0000935,division septum
Q22328112,P681,GO:0005935,cellular bud neck
Q22328113,P681,GO:0005934,cellular bud tip
Q22328114,P681,GO:0001411,hyphal tip
Q22328115,P681,GO:0035840,old growing cell tip
Q14877415,P680,GO:0004521,endoribonuclease activity
Q14877427,P680,GO:0004518,nuclease activity
Q14877428,P680,GO:0004519,endonuclease activity
Q14877430,P680,GO:0004540,ribonuclease activity
Q14877432,P680,GO:0019843,rRNA binding
Q14877467,P680,GO:0001042,RNA polymerase I core binding
Q14877469,P680,GO:0019838,growth factor binding
Q14877471,P680,GO:0043125,ErbB-3 class receptor binding
Q14877495,P680,GO:0051879,Hsp90 protein binding
Q14877604,P680,GO:0032813,tumor necrosis factor receptor superfamily binding
Q14877608,P680,GO:0003887,DNA-directed DNA polymerase activity
Q14877609,P680,GO:0003912,DNA nucleotidylexotransferase activity
Q14877625,P680,GO:0004345,glucose-6-phosphate dehydrogenase activity
Q14877647,P680,GO:0005137,interleukin-5 receptor binding
Q14877657,P680,GO:0030506,ankyrin binding
Q14877667,P680,GO:0030020,extracellular matrix structural constituent conferring tensile strength
Q14877670,P680,GO:0048407,platelet-derived growth factor binding
Q14877691,P680,GO:0005452,inorganic anion exchanger activity
Q14877692,P680,GO:0008509,anion transmembrane transporter activity
Q14877693,P680,GO:0015108,chloride transmembrane transporter activity
Q14877694,P680,GO:0015301,anion:anion antiporter activity
Q14877695,P680,GO:0043495,protein-membrane adaptor activity
Q14878167,P680,GO:0008047,enzyme activator activity
Q14878182,P680,GO:0005319,lipid transporter activity
Q14878183,P680,GO:0005548,phospholipid transporter activity
Q14878186,P680,GO:0031210,phosphatidylcholine binding
Q14878194,P680,GO:0005149,interleukin-1 receptor binding
Q14878207,P680,GO:0031704,apelin receptor binding
Q22329124,P681,GO:0005633,ascus lipid droplet
Q22329125,P681,GO:0012511,monolayer-surrounded lipid storage body
Q22329126,P681,GO:0098593,goblet cell theca
Q22329127,P681,GO:0045170,spectrosome
Q22329129,P681,GO:0098723,skeletal muscle myofibril
Q22329131,P681,GO:0097512,cardiac myofibril
Q22329133,P681,GO:0031469,polyhedral organelle
Q22329135,P681,GO:0031472,propanediol degradation polyhedral organelle
Q22329136,P681,GO:0031471,ethanolamine degradation polyhedral organelle
Q22329137,P681,GO:0031470,carboxysome
Q22329138,P681,GO:0031411,gas vesicle
Q22329140,P681,GO:0032019,mitochondrial cloud
Q22329143,P681,GO:0046858,chlorosome
Q22329144,P681,GO:0044312,crystalloid
Q22329148,P681,GO:0055040,periplasmic flagellum
Q22329150,P681,GO:0043702,carotenoid vesicle
Q22329151,P681,GO:0097547,synaptic vesicle protein transport vesicle
Q22329154,P681,GO:1990257,piccolo-bassoon transport vesicle
Q22329156,P681,GO:1990413,eyespot apparatus
Q22329157,P681,GO:0097595,ventral disc crossbridge
Q22329158,P681,GO:0097594,ventral disc dorsal microribbon
Q22329159,P681,GO:0097593,ventral disc microtubule array
Q22329160,P681,GO:0097592,ventral disc overlap zone
Q22329161,P681,GO:0097591,ventral disc lateral crest
Q22329162,P681,GO:0097597,ventral disc
Q22329219,P681,GO:0099512,supramolecular fiber
Q22329224,P681,GO:0099513,polymeric cytoskeletal fiber
Q22329226,P681,GO:0051285,cell cortex of cell tip
Q22329227,P681,GO:1903145,actin filament of cell cortex of cell tip
Q22329228,P681,GO:1903144,actomyosin contractile ring actin filament
Q22329231,P681,GO:0097426,glial filament
Q22329232,P681,GO:0097545,axonemal outer doublet
Q22329233,P681,GO:0097649,A axonemal microtubule
Q22329235,P681,GO:0097650,B axonemal microtubule
Q22329236,P681,GO:0097540,axonemal central pair
Q22329237,P681,GO:1990719,C1 axonemal microtubule
Q22329238,P681,GO:1990720,C2 axonemal microtubule
Q22329239,P681,GO:0055028,cortical microtubule
Q22329240,P681,GO:0010005,"cortical microtubule, transverse to long axis"
Q22329241,P681,GO:0061673,mitotic spindle astral microtubule
Q22329242,P681,GO:1990574,meiotic spindle astral microtubule
Q22329243,P681,GO:1990498,mitotic spindle microtubule
Q22329244,P681,GO:1990537,mitotic spindle polar microtubule
Q22329246,P681,GO:0033289,intraconoid microtubule
Q22329247,P681,GO:1901588,dendritic microtubule
Q22329248,P681,GO:0020025,subpellicular microtubule
Q22329249,P681,GO:0039642,virion nucleoid
Q22329251,P681,GO:0039643,host cell viral nucleoid
Q22329252,P681,GO:0039713,viral factory
Q22329253,P681,GO:0039715,nuclear viral factory
Q22329254,P681,GO:0039721,peristromal region viral factory
Q22329255,P681,GO:0039720,virogenic stroma
Q22329256,P681,GO:0046809,replication compartment
Q22329257,P681,GO:0030430,host cell cytoplasm
Q22329258,P681,GO:0039714,cytoplasmic viral factory
Q22329259,P681,GO:0039719,tube viral factory
Q22329260,P681,GO:0039718,double membrane vesicle viral factory
Q22329261,P681,GO:0039717,spherule viral factory
Q22329262,P681,GO:0039716,viroplasm viral factory
Q22329263,P681,GO:0033648,host intracellular membrane-bounded organelle
Q22329264,P681,GO:0043656,host intracellular region
Q22329265,P681,GO:0033646,host intracellular part
Q22329267,P681,GO:0044174,host cell endosome
Q22329268,P681,GO:0072493,host cell endosome lumen
Q22329269,P681,GO:0044190,host cell mitochondrial envelope
Q22329270,P681,GO:0072492,host cell mitochondrial intermembrane space
Q22329271,P681,GO:0033650,host cell mitochondrion
Q22329272,P681,GO:0033651,host cell plastid
Q22329273,P681,GO:0033652,host cell chloroplast
Q22329274,P681,GO:0033653,host cell chloroplast part
Q22329275,P681,GO:0044160,host thylakoid membrane
Q22329276,P681,GO:0033654,host cell chloroplast thylakoid membrane
Q22329277,P681,GO:0043658,host symbiosome
Q22329278,P681,GO:0043663,host bacteroid-containing symbiosome
Q22329279,P681,GO:0020036,Maurer's cleft
Q22329280,P681,GO:0020030,infected host cell surface knob
Q22329281,P681,GO:0044187,host cell lysosome
Q22329282,P681,GO:0044186,host cell lipid droplet
Q22329284,P681,GO:0033644,host cell membrane
Q22329285,P681,GO:0044161,host cell cytoplasmic vesicle
Q22329286,P681,GO:0044162,host cell cytoplasmic vesicle membrane
Q667636,P681,GO:0000803,sex chromosome
Q671136,P681,GO:0008021,synaptic vesicle
Q687194,P681,GO:0005652,nuclear lamina
Q14907423,P680,GO:0001875,lipopolysaccharide immune receptor activity
Q14907424,P680,GO:0042497,triacyl lipopeptide binding
Q14907425,P680,GO:0042498,diacyl lipopeptide binding
Q14907438,P680,GO:0071723,lipopeptide binding
Q21115333,P680,GO:0038046,G protein-coupled enkephalin receptor activity
Q21115341,P680,GO:0015410,ABC-type manganese transporter activity
Q21115345,P680,GO:0030899,calcium-dependent ATPase activity
Q21115382,P680,GO:0070320,inward rectifier potassium channel inhibitor activity
Q21115406,P680,GO:0002134,UTP binding
Q21115520,P680,GO:0047150,betaine-homocysteine S-methyltransferase activity
Q21115532,P680,GO:0052858,peptidyl-lysine acetyltransferase activity
Q21115536,P680,GO:0061627,S-methylmethionine-homocysteine S-methyltransferase activity
Q21115586,P680,GO:0051011,microtubule minus-end binding
Q21115597,P680,GO:0008269,JAK pathway signal transduction adaptor activity
Q21115604,P680,GO:0036332,placental growth factor-activated receptor activity
Q21115628,P680,GO:0004605,phosphatidate cytidylyltransferase activity
Q21115644,P680,GO:0098633,collagen fibril binding
Q21115650,P680,GO:0008812,choline dehydrogenase activity
Q21115653,P680,GO:0061628,H3K27me3 modified histone binding
Q21115670,P680,GO:0008427,calcium-dependent protein kinase inhibitor activity
Q21115691,P680,GO:0000900,"translation repressor activity, mRNA regulatory element binding"
Q21115696,P680,GO:0008187,poly-pyrimidine tract binding
Q21115706,P680,GO:0019781,NEDD8 activating enzyme activity
Q21115750,P680,GO:0015130,mevalonate transmembrane transporter activity
Q21115752,P680,GO:0097159,organic cyclic compound binding
Q21115760,P680,GO:0000170,sphingosine hydroxylase activity
Q21115784,P680,GO:0034584,piRNA binding
Q21115797,P680,GO:0005310,dicarboxylic acid transmembrane transporter activity
Q21115799,P680,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
Q21115800,P680,GO:0052909,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
Q21115813,P680,GO:0042165,neurotransmitter binding
Q21115844,P680,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
Q21115849,P680,GO:0004569,"glycoprotein endo-alpha-1,2-mannosidase activity"
Q21115873,P680,GO:0042328,heparan sulfate N-acetylglucosaminyltransferase activity
Q21115874,P680,GO:0050508,glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
Q21115875,P680,GO:0050509,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
Q21115885,P680,GO:0035248,"alpha-1,4-N-acetylgalactosaminyltransferase activity"
Q21115923,P680,GO:0003689,DNA clamp loader activity
Q21115949,P680,GO:0004375,glycine dehydrogenase (decarboxylating) activity
Q21115955,P680,GO:0015315,organophosphate:inorganic phosphate antiporter activity
Q21115986,P680,GO:0097363,protein O-GlcNAc transferase activity
Q21116002,P680,GO:0001162,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
Q21116011,P680,GO:0008853,exodeoxyribonuclease III activity
Q21116024,P680,GO:0004449,isocitrate dehydrogenase (NAD+) activity
Q21116028,P680,GO:0004450,isocitrate dehydrogenase (NADP+) activity
Q21116056,P680,GO:0070119,ciliary neurotrophic factor binding
Q21116061,P680,GO:0004912,interleukin-3 receptor activity
Q21116067,P680,GO:0004914,interleukin-5 receptor activity
Q21116075,P680,GO:0004909,"interleukin-1, type I, activating receptor activity"
Q21116179,P680,GO:0031696,alpha-2C adrenergic receptor binding
Q21116180,P680,GO:0031695,alpha-2B adrenergic receptor binding
Q21116194,P680,GO:0015186,L-glutamine transmembrane transporter activity
Q21116207,P680,GO:0030283,testosterone dehydrogenase [NAD(P)] activity
Q21116208,P680,GO:0018454,acetoacetyl-CoA reductase activity
Q21116209,P680,GO:0008709,cholate 7-alpha-dehydrogenase activity
Q21116210,P680,GO:0047015,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity
Q21116217,P680,GO:0015194,L-serine transmembrane transporter activity
Q21116220,P680,GO:0042945,D-serine transmembrane transporter activity
Q21116225,P680,GO:0016212,kynurenine-oxoglutarate transaminase activity
Q21116227,P680,GO:0047536,2-aminoadipate transaminase activity
Q21116235,P680,GO:0004803,transposase activity
Q21116239,P680,GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity
Q21116245,P680,GO:0080130,L-phenylalanine:2-oxoglutarate aminotransferase activity
Q21116278,P680,GO:0002196,Ser-tRNA(Ala) hydrolase activity
Q21116279,P680,GO:0004813,alanine-tRNA ligase activity
Q21116292,P680,GO:0047130,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
Q21116293,P680,GO:0047131,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity"
Q21116348,P680,GO:0004819,glutamine-tRNA ligase activity
Q21116383,P680,GO:0004583,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
Q21116402,P680,GO:0031151,histone methyltransferase activity (H3-K79 specific)
Q21116444,P680,GO:0016174,NAD(P)H oxidase H2O2-forming activity
Q21116453,P680,GO:0017024,myosin I binding
Q21116454,P680,GO:0032090,Pyrin domain binding
Q21116469,P680,GO:0051731,polynucleotide 5'-hydroxyl-kinase activity
Q21116565,P680,GO:0030250,guanylate cyclase activator activity
Q21116589,P680,GO:0003910,DNA ligase (ATP) activity
Q21116590,P680,GO:0003909,DNA ligase activity
Q21116609,P680,GO:0004064,arylesterase activity
Q21116610,P680,GO:0016844,strictosidine synthase activity
Q21116612,P680,GO:0008311,double-stranded DNA 3'-5' exodeoxyribonuclease activity
Q21116614,P680,GO:0045569,TRAIL binding
Q21116620,P680,GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
Q21116641,P680,GO:0008768,UDP-sugar diphosphatase activity
Q21116650,P680,GO:0004743,pyruvate kinase activity
Q21116671,P680,GO:0035663,Toll-like receptor 2 binding
Q21116738,P680,GO:0004057,arginyltransferase activity
Q21116741,P680,GO:0019799,tubulin N-acetyltransferase activity
Q21116833,P680,GO:0035175,histone kinase activity (H3-S10 specific)
Q21116860,P680,GO:0003834,"beta-carotene 15,15'-monooxygenase activity"
Q21116865,P680,GO:0019207,kinase regulator activity
Q21116875,P680,GO:0004308,exo-alpha-sialidase activity
Q21116876,P680,GO:0052794,exo-alpha-(2->3)-sialidase activity
Q21133822,P680,GO:0004794,L-threonine ammonia-lyase activity
Q21134050,P680,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity
Q21134198,P680,GO:0032440,2-alkenal reductase [NAD(P)+] activity
Q21134199,P680,GO:0036132,13-prostaglandin reductase activity
Q21134200,P680,GO:0047522,15-oxoprostaglandin 13-oxidase activity
Q21134226,P680,GO:0004617,phosphoglycerate dehydrogenase activity
Q21134303,P680,GO:0005055,laminin receptor activity
Q21134371,P680,GO:0004618,phosphoglycerate kinase activity
Q21134388,P680,GO:0017065,single-strand selective uracil DNA N-glycosylase activity
Q21110730,P680,GO:0008401,retinoic acid 4-hydroxylase activity
Q21110747,P680,GO:0071614,linoleic acid epoxygenase activity
Q21110750,P680,GO:0008404,"arachidonic acid 14,15-epoxygenase activity"
Q21110751,P680,GO:0008405,"arachidonic acid 11,12-epoxygenase activity"
Q21110755,P680,GO:0008403,25-hydroxycholecalciferol-24-hydroxylase activity
Q21110756,P680,GO:0030342,"1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity"
Q21110778,P680,GO:0015056,corticotrophin-releasing factor receptor activity
Q21110779,P680,GO:0043404,corticotropin-releasing hormone receptor activity
Q21110824,P680,GO:0004579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
Q21110826,P680,GO:0038024,cargo receptor activity
Q21110847,P680,GO:0060001,minus-end directed microfilament motor activity
Q21110854,P680,GO:0016403,dimethylargininase activity
Q21110857,P680,GO:0097322,7SK snRNA binding
Q21110863,P680,GO:0001588,"dopamine neurotransmitter receptor activity, coupled via Gs"
Q21110865,P680,GO:0008227,G protein-coupled amine receptor activity
Q21110886,P680,GO:0019888,protein phosphatase regulator activity
Q21110888,P680,GO:0097160,polychlorinated biphenyl binding
Q21110897,P680,GO:0015054,gastrin receptor activity
Q21110898,P680,GO:0031741,type B gastrin/cholecystokinin receptor binding
Q21110899,P680,GO:0004951,cholecystokinin receptor activity
Q21110940,P680,GO:0004949,cannabinoid receptor activity
Q21110946,P680,GO:0001642,group III metabotropic glutamate receptor activity
Q21110957,P680,GO:0010855,adenylate cyclase inhibitor activity
Q21110960,P680,GO:0000774,adenyl-nucleotide exchange factor activity
Q21110965,P680,GO:0043522,leucine zipper domain binding
Q21111019,P680,GO:0071208,histone pre-mRNA DCP binding
Q21111024,P680,GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity
Q21111035,P680,GO:0050480,imidazolonepropionase activity
Q21111045,P680,GO:0005132,type I interferon receptor binding
Q21111078,P680,GO:0019862,IgA binding
Q21111094,P680,GO:0036310,annealing helicase activity
Q21111098,P680,GO:0048270,methionine adenosyltransferase regulator activity
Q21111134,P680,GO:0047016,"cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity"
Q21111139,P680,GO:0008281,sulfonylurea receptor activity
Q21111142,P680,GO:0015216,purine nucleotide transmembrane transporter activity
Q21111149,P680,GO:0031208,POZ domain binding
Q21111161,P680,GO:0015464,acetylcholine receptor activity
Q21111176,P680,GO:0022848,acetylcholine-gated cation-selective channel activity
Q21111190,P680,GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activity
Q21111207,P680,GO:0008251,tRNA-specific adenosine deaminase activity
Q21111218,P680,GO:0071890,bicarbonate binding
Q21111222,P680,GO:0015207,adenine transmembrane transporter activity
Q21111225,P680,GO:0004324,ferredoxin-NADP+ reductase activity
